ISIN,Description,Issuer,Type,Status
IN3320180026,STATE DEVELOPMENT LOAN 20416 UP 16MY28 8.39 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180034,STATE DEVELOPMENT LOAN 20571 UP 27JU28 8.45 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180034,STATE DEVELOPMENT LOAN 20571 UP 27JU28 8.45 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180042,STATE DEVELOPMENT LOAN 20920 UP 10OT28 8.73 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180042,STATE DEVELOPMENT LOAN 20920 UP 10OT28 8.73 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180059,STATE DEVELOPMENT LOAN 20940 UP 17OT28 8.71 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180059,STATE DEVELOPMENT LOAN 20940 UP 17OT28 8.71 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180067,STATE DEVELOPMENT LOAN 20961 UP 24OT28  8.73 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180067,STATE DEVELOPMENT LOAN 20961 UP 24OT28  8.73 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180075,STATE DEVELOPMENT LOAN 20978 UP 31OT28  8.66 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180075,STATE DEVELOPMENT LOAN 20978 UP 31OT28  8.66 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180083,STATE DEVELOPMENT LOAN 21020 UP 14NV28 8.6 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180083,STATE DEVELOPMENT LOAN 21020 UP 14NV28 8.6 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180091,STATE DEVELOPMENT LOAN 21114 UP 19DC28 8.19 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180091,STATE DEVELOPMENT LOAN 21114 UP 19DC28 8.19 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180109,STATE DEVELOPMENT LOAN 21128 UP 26DC28 8.08 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180109,STATE DEVELOPMENT LOAN 21128 UP 26DC28 8.08 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180117,STATE DEVELOPMENT LOAN 21159 UP 02JN29 8.29 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180117,STATE DEVELOPMENT LOAN 21159 UP 02JN29 8.29 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180125,STATE DEVELOPMENT LOAN 21188 UP 16JN29 8.22 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180125,STATE DEVELOPMENT LOAN 21188 UP 16JN29 8.22 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180133,STATE DEVELOPMENT LOAN 21260 UP 30JN29 8.18 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180133,STATE DEVELOPMENT LOAN 21260 UP 30JN29 8.18 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180141,STATE DEVELOPMENT LOAN 21328 UP 06FB29 8.34 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180141,STATE DEVELOPMENT LOAN 21328 UP 06FB29 8.34 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180158,STATE DEVELOPMENT LOAN 21344 UP 13FB29 8.32 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180158,STATE DEVELOPMENT LOAN 21344 UP 13FB29 8.32 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180166,STATE DEVELOPMENT LOAN 21390 UP 27FB29 8.45 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180166,STATE DEVELOPMENT LOAN 21390 UP 27FB29 8.45 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180174,STATE DEVELOPMENT LOAN 21413 UP 06MR29 8.43 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180174,STATE DEVELOPMENT LOAN 21413 UP 06MR29 8.43 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180182,STATE DEVELOPMENT LOAN 21493 UP 13MR29 8.39 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320180182,STATE DEVELOPMENT LOAN 21493 UP 13MR29 8.39 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190017,STATE DEVELOPMENT LOAN 21877 UP 31JL29 7.12 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190017,STATE DEVELOPMENT LOAN 21877 UP 31JL29 7.12 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190025,STATE DEVELOPMENT LOAN 21905 UP 07AG29 7.05 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190025,STATE DEVELOPMENT LOAN 21905 UP 07AG29 7.05 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190033,STATE DEVELOPMENT LOAN 21923 UP 14AG29 7.17 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190033,STATE DEVELOPMENT LOAN 21923 UP 14AG29 7.17 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190041,STATE DEVELOPMENT LOAN 22023 UP 21AG29 7.18 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190041,STATE DEVELOPMENT LOAN 22023 UP 21AG29 7.18 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190058,STATE DEVELOPMENT LOAN 22042 UP 28AG29 7.07 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190058,STATE DEVELOPMENT LOAN 22042 UP 28AG29 7.07 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190066,STATE DEVELOPMENT LOAN 22062 UP 04SP29 7.14 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190066,STATE DEVELOPMENT LOAN 22062 UP 04SP29 7.14 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190074,STATE DEVELOPMENT LOAN 22125 UP 11SP29 7.12 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190074,STATE DEVELOPMENT LOAN 22125 UP 11SP29 7.12 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190082,STATE DEVELOPMENT LOAN 22203 UP 25SP29 7.26 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190082,STATE DEVELOPMENT LOAN 22203 UP 25SP29 7.26 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190090,STATE DEVELOPMENT LOAN 22288 UP 09OT29 7.2 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190090,STATE DEVELOPMENT LOAN 22288 UP 09OT29 7.2 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190108,STATE DEVELOPMENT LOAN 22311 UP 16OT29 7.19 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190108,STATE DEVELOPMENT LOAN 22311 UP 16OT29 7.19 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190116,STATE DEVELOPMENT LOAN 22329 UP 23OT29 7.23 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190116,STATE DEVELOPMENT LOAN 22329 UP 23OT29 7.23 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190124,STATE DEVELOPMENT LOAN 22449 UP 13NV29 7.28 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190124,STATE DEVELOPMENT LOAN 22449 UP 13NV29 7.28 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190132,STATE DEVELOPMENT LOAN 22499 UP 27NV29 7.19 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190132,STATE DEVELOPMENT LOAN 22499 UP 27NV29 7.19 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190140,STATE DEVELOPMENT LOAN 22540 UP 11DC29 7.26 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190140,STATE DEVELOPMENT LOAN 22540 UP 11DC29 7.26 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190157,STATE DEVELOPMENT LOAN 22553 UP 18DC29 7.29 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190157,STATE DEVELOPMENT LOAN 22553 UP 18DC29 7.29 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190165,STATE DEVELOPMENT LOAN 22567 UP 24DC29 7.16 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190165,STATE DEVELOPMENT LOAN 22567 UP 24DC29 7.16 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190173,STATE DEVELOPMENT LOAN 22617 UP 08JN30 7.18 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190173,STATE DEVELOPMENT LOAN 22617 UP 08JN30 7.18 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190181,STATE DEVELOPMENT LOAN 22641 UP 15JN30 7.22 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190181,STATE DEVELOPMENT LOAN 22641 UP 15JN30 7.22 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190199,STATE DEVELOPMENT LOAN 22674 UP 29JN30 7.18 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190199,STATE DEVELOPMENT LOAN 22674 UP 29JN30 7.18 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190207,STATE DEVELOPMENT LOAN 22701 UP 05FB30 7.14 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190207,STATE DEVELOPMENT LOAN 22701 UP 05FB30 7.14 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190215,STATE DEVELOPMENT LOAN 22722 UP 12FB30 7.09 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190215,STATE DEVELOPMENT LOAN 22722 UP 12FB30 7.09 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190223,STATE DEVELOPMENT LOAN 22736 UP 18FB30 6.91 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190223,STATE DEVELOPMENT LOAN 22736 UP 18FB30 6.91 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190231,STATE DEVELOPMENT LOAN 22768 UP 26FB30 7.03 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190231,STATE DEVELOPMENT LOAN 22768 UP 26FB30 7.03 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190249,STATE DEVELOPMENT LOAN 22794 UP 04MR30 7.04 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190249,STATE DEVELOPMENT LOAN 22794 UP 04MR30 7.04 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190256,STATE DEVELOPMENT LOAN 22821 UP 11MR30 6.9 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190256,STATE DEVELOPMENT LOAN 22821 UP 11MR30 6.9 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190264,STATE DEVELOPMENT LOAN 22851 UP 18MR30 7.1 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190264,STATE DEVELOPMENT LOAN 22851 UP 18MR30 7.1 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190272,STATE DEVELOPMENT LOAN 22883 UP 24MR30 7.93 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190272,STATE DEVELOPMENT LOAN 22883 UP 24MR30 7.93 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190280,STATE DEVELOPMENT LOAN 22916 UP 31MR30 7.3 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320190280,STATE DEVELOPMENT LOAN 22916 UP 31MR30 7.3 FV RS 100,STATE DEVELOPMENT LOAN,GOVERNMENT SECURITIES,ACTIVE
IN3320200014,STATE DEVELOPMENT LOAN 23003 UP 15AP30 7.65 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200014,STATE DEVELOPMENT LOAN 23003 UP 15AP30 7.65 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200022,STATE DEVELOPMENT LOAN 23027 UP 22AP30 7 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200022,STATE DEVELOPMENT LOAN 23027 UP 22AP30 7 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200030,STATE DEVELOPMENT LOAN 23040 UP 29AP30 6.86 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200030,STATE DEVELOPMENT LOAN 23040 UP 29AP30 6.86 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200048,STATE DEVELOPMENT LOAN 23144 UP 06MY30 6.69 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200048,STATE DEVELOPMENT LOAN 23144 UP 06MY30 6.69 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200055,STATE DEVELOPMENT LOAN 29097 UP 08JL30 6.5 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200055,STATE DEVELOPMENT LOAN 29097 UP 08JL30 6.5 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200063,STATE DEVELOPMENT LOAN 29206 UP 29JL30 6.44 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200063,STATE DEVELOPMENT LOAN 29206 UP 29JL30 6.44 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200071,STATE DEVELOPMENT LOAN 29364 UP 26AG30 6.67 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200071,STATE DEVELOPMENT LOAN 29364 UP 26AG30 6.67 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200089,STATE DEVELOPMENT LOAN 29412 UP 09SP30 6.64 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200089,STATE DEVELOPMENT LOAN 29412 UP 09SP30 6.64 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200097,STATE DEVELOPMENT LOAN 29435 UP 16SP30 6.68 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200097,STATE DEVELOPMENT LOAN 29435 UP 16SP30 6.68 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200105,STATE DEVELOPMENT LOAN 29464 UP 23SP30 6.74 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200105,STATE DEVELOPMENT LOAN 29464 UP 23SP30 6.74 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200113,STATE DEVELOPMENT LOAN 29488 UP 30SP30 6.9 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200113,STATE DEVELOPMENT LOAN 29488 UP 30SP30 6.9 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200121,STATE DEVELOPMENT LOAN 29532 UP 07OT30 6.91 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200121,STATE DEVELOPMENT LOAN 29532 UP 07OT30 6.91 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200139,STATE DEVELOPMENT LOAN 29552 UP 14OT30 6.63 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200139,STATE DEVELOPMENT LOAN 29552 UP 14OT30 6.63 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200147,STATE DEVELOPMENT LOAN 29575 UP 21OT30 6.54 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200147,STATE DEVELOPMENT LOAN 29575 UP 21OT30 6.54 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200154,STATE DEVELOPMENT LOAN 29625 UP 28OT30 6.42 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200154,STATE DEVELOPMENT LOAN 29625 UP 28OT30 6.42 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200162,STATE DEVELOPMENT LOAN 29662 UP 04NV30 6.59 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200162,STATE DEVELOPMENT LOAN 29662 UP 04NV30 6.59 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200170,STATE DEVELOPMENT LOAN 29686 UP 11NV30 6.6 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200170,STATE DEVELOPMENT LOAN 29686 UP 11NV30 6.6 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200188,STATE DEVELOPMENT LOAN 29746 UP 25NV30 6.58 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200188,STATE DEVELOPMENT LOAN 29746 UP 25NV30 6.58 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200196,STATE DEVELOPMENT LOAN 29810 UP 16DC30 6.56 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200196,STATE DEVELOPMENT LOAN 29810 UP 16DC30 6.56 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200204,STATE DEVELOPMENT LOAN 29838 UP 23DC30 6.6 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200204,STATE DEVELOPMENT LOAN 29838 UP 23DC30 6.6 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200212,STATE DEVELOPMENT LOAN 29865 UP 30DC30 6.62 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200212,STATE DEVELOPMENT LOAN 29865 UP 30DC30 6.62 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200220,STATE DEVELOPMENT LOAN 29904 UP 06JN31 6.6 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200220,STATE DEVELOPMENT LOAN 29904 UP 06JN31 6.6 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200238,STATE DEVELOPMENT LOAN 29925 UP 13JN31 6.61 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200238,STATE DEVELOPMENT LOAN 29925 UP 13JN31 6.61 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200253,STATE DEVELOPMENT LOAN 29953 UP 20JN31 6.62 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200253,STATE DEVELOPMENT LOAN 29953 UP 20JN31 6.62 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200261,STATE DEVELOPMENT LOAN 29975 UP 27JN31 6.64 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200261,STATE DEVELOPMENT LOAN 29975 UP 27JN31 6.64 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200279,STATE DEVELOPMENT LOAN 30002 UP 03FB31 6.88 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200279,STATE DEVELOPMENT LOAN 30002 UP 03FB31 6.88 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200287,STATE DEVELOPMENT LOAN 30023 UP 10FB31 6.94 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200287,STATE DEVELOPMENT LOAN 30023 UP 10FB31 6.94 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200295,STATE DEVELOPMENT LOAN 30045 UP 17FB31 7.08 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200295,STATE DEVELOPMENT LOAN 30045 UP 17FB31 7.08 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200303,STATE DEVELOPMENT LOAN 30077 UP 24FB31 7.2 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200303,STATE DEVELOPMENT LOAN 30077 UP 24FB31 7.2 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200311,STATE DEVELOPMENT LOAN 30114 UP 03MR31 7.19 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200311,STATE DEVELOPMENT LOAN 30114 UP 03MR31 7.19 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200329,STATE DEVELOPMENT LOAN 30141 UP 10MR31 7.17 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200329,STATE DEVELOPMENT LOAN 30141 UP 10MR31 7.17 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200337,STATE DEVELOPMENT LOAN 30171 UP 17MR31 7.16 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320200337,STATE DEVELOPMENT LOAN 30171 UP 17MR31 7.16 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210013,STATE DEVELOPMENT LOAN 30523 UP 23JU31 6.88 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210013,STATE DEVELOPMENT LOAN 30523 UP 23JU31 6.88 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210021,STATE DEVELOPMENT LOAN 30549 UP 30JU31 6.94 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210021,STATE DEVELOPMENT LOAN 30549 UP 30JU31 6.94 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210039,STATE DEVELOPMENT LOAN 30599 UP 14JL31 6.99 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210039,STATE DEVELOPMENT LOAN 30599 UP 14JL31 6.99 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210047,STATE DEVELOPMENT LOAN 30618 UP 20JL31 7.01 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210047,STATE DEVELOPMENT LOAN 30618 UP 20JL31 7.01 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210054,STATE DEVELOPMENT LOAN 30630 UP 28JL31 6.99 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210054,STATE DEVELOPMENT LOAN 30630 UP 28JL31 6.99 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210062,STATE DEVELOPMENT LOAN 30669 UP 11AG31 7.02 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210062,STATE DEVELOPMENT LOAN 30669 UP 11AG31 7.02 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210070,STATE DEVELOPMENT LOAN 30684 UP 18AG31 6.97 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210070,STATE DEVELOPMENT LOAN 30684 UP 18AG31 6.97 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210088,STATE DEVELOPMENT LOAN 30701 UP 25AG31 6.98 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210088,STATE DEVELOPMENT LOAN 30701 UP 25AG31 6.98 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210096,STATE DEVELOPMENT LOAN 30750 UP 08SP31 6.89 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210096,STATE DEVELOPMENT LOAN 30750 UP 08SP31 6.89 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210104,STATE DEVELOPMENT LOAN 30768 UP 15SP31 6.87 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210104,STATE DEVELOPMENT LOAN 30768 UP 15SP31 6.87 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210112,STATE DEVELOPMENT LOAN 30812 UP 29SP31 6.84 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210112,STATE DEVELOPMENT LOAN 30812 UP 29SP31 6.84 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210120,STATE DEVELOPMENT LOAN 30839 UP 06OT31 6.92 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210120,STATE DEVELOPMENT LOAN 30839 UP 06OT31 6.92 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210138,STATE DEVELOPMENT LOAN 30858 UP 13OT31 6.97 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210138,STATE DEVELOPMENT LOAN 30858 UP 13OT31 6.97 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
IN3320210146,STATE DEVELOPMENT LOAN 30914 UP 27OT31 6.99 FV RS 100,null,GOVERNMENT SECURITIES,ACTIVE
